index;dadosBasicos.numero;principal;dadosBasicos.classeProcessual;descricao_classe;dadosBasicos.orgaoJulgador.codigoOrgao;dadosBasicos.orgaoJulgador.nomeOrgao;DSC_TIP_ORGAO;assuntoLocal;assuntoLocal.descricao;codigoAssunto;assuntoLocalPai;codigoPaiNacional;cod_assunto;descricao_assunto;cod_assunto_classe;ocorrencia_ac;valid_ac;categoria;tribunal;cl_principal
 2428;2,35E+17;FALSE;  172;Embargos à Execução;12007;1ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA;  899;DIREITO CIVIL;899 172;  168;1;0;4;2
 2429;6,77E+15;FALSE;    7;Procedimento Comum Cível;18205;9ª VARA FEDERAL PREVIDENCIÁRIA DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6182;Averbação/Cômputo/Conversão de tempo de serviço especial;6182 7;  773;1;0;3;2
 2430;5,00E+19;TRUE; 1116;Execução Fiscal;12695;7ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2431;5,03E+19;TRUE; 1116;Execução Fiscal;17792;3ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2432;6,90E+16;TRUE; 1116;Execução Fiscal;17674;23ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 1116; 2211;1;0;1;2
 2433;4,94E+16;TRUE; 1116;Execução Fiscal;13992;4ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2434;2,27E+16;TRUE; 1116;Execução Fiscal;17630;18ª - Brasília;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;1;2
 2435;8,06E+18;TRUE; 1116;Execução Fiscal;16533;33ª Vara Federal;7;NA;NA;NA;NA;NA; 5952;IPTU/ Imposto Predial e Territorial Urbano;5952 1116;  242;1;0;5;2
 2436;1,93E+17;TRUE;    7;Procedimento Comum Cível;12264;3ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10250;Pensão;10250 7;  112;0;1;2;2
 2437;6,63E+15;TRUE;  278;Termo Circunstanciado;16424;2ª Ji-Paraná;7;NA;NA;NA;NA;NA; 3620;Crimes contra a Flora;3620 278;   23;1;0;1;268
 2438;8,59E+16;TRUE;  283;Ação Penal - Procedimento Ordinário;12308;4ª Vara Federal de São João de Meriti;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;2;268
 2439;5,01E+19;FALSE;  198;Apelação Cível;21679;GAB. 10 - DES.FED. ANTONIO CEDENHO;3;NA;NA;NA;NA;NA; 6039;PIS;6039 198;  344;1;0;3;2
 2440;2,22E+14;TRUE;   91;Desapropriação Imóvel Rural por Interesse Social;12217;20ª Vara Federal;7;NA;NA;NA;NA;NA;10124;Desapropriação por Interesse Social para Reforma Agrária;10124 91;   30;0;1;5;2
 2441;5,00E+19;TRUE; 1116;Execução Fiscal;11960;1ª Vara Federal de Pelotas;7;NA;NA;NA;NA;NA;10396;Ambiental;10396 1116; 1340;0;1;4;2
 2442;5,03E+19;TRUE; 1116;Execução Fiscal;12670;16ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2443;3,75E+16;FALSE; 1710;Mandado de Segurança Criminal;12932;6? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 1710;  495;0;1;3;268
 2444;3,81E+15;FALSE;    7;Procedimento Comum Cível;12222;1ª VARA FEDERAL;7;NA;Procuração / Mandato;NA;NA;NA; 8842;Partes e Procuradores;8842 7;  158;1;0;5;2
 2445;1,51E+16;TRUE; 1116;Execução Fiscal;14057;5ª VARA FEDERAL DE CAMPINAS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2446;5,01E+18;TRUE; 1116;Execução Fiscal;12878;8ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 2447;7,99E+17;FALSE; 1114;Execução Contra a Fazenda Pública;12935;9? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5989;Parcelamento;5989 1114;  576;1;0;3;2
 2448;5,00E+19;TRUE;    7;Procedimento Comum Cível;12694;2ª Vara Federal de Francisco Beltrão;7;NA;NA;NA;NA;NA; 6096;Aposentadoria por Idade (Art. 48/51);6096 7;  100;1;0;4;2
 2449;1,52E+17;FALSE; 1116;Execução Fiscal;12695;7ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2450;5,09E+18;TRUE;  197;Recursos;17825;Primeira Turma;1;NA;NA;NA;NA;NA; 6100;Aposentadoria Especial (Art. 57/8);6100 197;   38;1;0;5;2
 2451;5,00E+19;TRUE; 1728;Apelação / Remessa Necessária;17023;Desembargador Federal POUL ERIK DYRLUND;3;NA;NA;NA;NA;NA;10287;Jornada de Trabalho;10287 1728;    5;0;1;2;2
 2452;8,54E+16;TRUE;  386;Execução da Pena;12542;5ª VARA FEDERAL DE CAMPO GRANDE;7;NA;NA;NA;NA;NA; 7942;Execução Penal e de Medidas Alternativas;7942 386; 1496;1;0;3;385
 2453;1,53E+17;FALSE; 1114;Execução Contra a Fazenda Pública;12932;6? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA; 5949;Incidência sobre Ações de Companhias Abertas;5949 1114;    9;1;1;3;2
 2454;4,71E+15;TRUE;  460;Recurso Inominado Cível;17709;4ª Vara JEF Cível e Criminal - Uberlândia;7;NA;NA;NA;NA;NA; 6182;Averbação/Cômputo/Conversão de tempo de serviço especial;6182 460;   90;1;0;1;2
 2455;4,14E+18;TRUE; 1116;Execução Fiscal;14309;9ª Vara de Execução Fiscal do Rio de janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 2456;2,52E+17;TRUE;  283;Ação Penal - Procedimento Ordinário;12249;3ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3612;Crimes contra o Sistema Financeiro Nacional;3612 283;  635;1;0;2;268
 2457;5,00E+19;TRUE;  156;Cumprimento de sentença;12691;19ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 156;  161;1;0;4;2
 2458;5,00E+19;FALSE; 1116;Execução Fiscal;14030;2ª VARA FEDERAL DE MOGI DAS CRUZES;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2459;5,01E+19;TRUE; 1116;Execução Fiscal;12901;2ª Vara de Execução Fiscal de Vitória;7;NA;NA;NA;NA;NA;10396;Ambiental;10396 1116; 1340;0;1;2;2
 2460;5,52E+17;TRUE;  198;Apelação Cível;17033;DESEMBARGADOR FEDERAL THEOPHILO ANTONIO MIGUEL FILHO;3;NA;NA;NA;NA;NA; 5933;IRPJ/Imposto de Renda de Pessoa Jurídica;5933 198;  398;1;0;2;2
 2461;5,00E+19;FALSE;  335;Carta de Ordem Criminal;52452;CENTRAL DE MANDADOS DE BAURU;7;NA;NA;NA;NA;NA;11782;Intimação;11782 335;   84;0;1;3;268
 2462;1,08E+16;TRUE; 1116;Execução Fiscal;17677;26ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6085;FGTS/Fundo de Garantia Por Tempo de Serviço;6085 1116; 4118;1;0;1;2
 2463;5,36E+15;FALSE;    7;Procedimento Comum Cível;12504;3ª VARA FEDERAL DE SÃO BERNARDO DO CAMPO;7;NA;NA;NA;NA;NA; 6166;Renúncia ao benefício;6166 7;  494;1;0;3;2
 2464;5,00E+19;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;12587;1ª Vara Federal de Blumenau;7;NA;NA;NA;NA;NA; 5917;IRPF/Imposto de Renda de Pessoa Física;5917 12078;   32;1;0;4;2
 2465;5,00E+19;TRUE;  120;Mandado de Segurança Cível;12936;10ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6039;PIS;6039 120;  276;1;0;3;2
 2466;5,05E+19;TRUE;  198;Apelação Cível;17022;Desembargador Federal ANDRE FONTES;3;NA;NA;NA;NA;NA;11944;Alteração do teto máximo para o valor do benefício previdenciário do RGPS (EC 20 e 41);11944 198;   63;1;0;2;2
 2467;5,00E+19;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;12643;1ª Vara Federal de Foz do Iguaçu;7;NA;NA;NA;NA;NA;10433;Indenização por Dano Moral;10433 12078;   15;1;0;4;2
 2468;5,09E+18;TRUE; 1111;Execução de Título Judicial;12212;15a Vara Federal;1;NA;NA;NA;NA;NA;12754;Auxílio Emergencial (Lei 13.982/2020);12754 1111;  118;1;0;5;2
 2469;5,00E+19;TRUE;  279;Inquérito Policial;13843;1ª VARA FEDERAL DE OSASCO;7;NA;NA;NA;NA;NA; 3419;Roubo;3419 279;   95;1;0;3;268
 2470;5,00E+19;TRUE;  417;Apelação Criminal;44518;Vice-Presidência;3;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 417;  464;1;0;4;268
 2471;1,21E+17;FALSE;    7;Procedimento Comum Cível;12224;3ª VARA FEDERAL;1;NA;FGTS/Fundo de Garantia por Tempo de Serviço;NA;NA;NA;10157;Organização Político-administrativa / Administração Pública;10157 7;  147;0;1;5;2
 2472;1,42E+16;FALSE;  202;Agravo de Instrumento;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 202;  361;1;0;3;2
 2473;2,05E+16;FALSE; 1116;Execução Fiscal;11954;1ª Vara Federal de Carazinho;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2474;2,06E+18;FALSE;  327;Embargos de Terceiro Criminal;14314;7? VARA FEDERAL DE SANTOS;7;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 327;   21;0;1;3;268
 2475;2,32E+18;FALSE;  198;Apelação Cível;16595;VICE-PRESID?NCIA;3;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 198;  448;1;0;3;2
 2476;9,17E+15;TRUE; 1116;Execução Fiscal;17593;5ª - Manaus;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;1;2
 2477;5,04E+19;TRUE; 1727;Petição Criminal;63814;Presidência das Turmas Recursais;7;NA;NA;NA;NA;NA; 6104;Pensão por Morte (Art. 74/9);6104 1727;    1;0;1;2;268
 2478;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12890;3º Juizado Especial Federal de Nova Iguaçu;7;NA;NA;NA;NA;NA; 6118;Aposentadoria por Tempo de Contribuição (Art. 55/6);6118 436; 1538;1;0;2;2
 2479;9,68E+17;FALSE; 1116;Execução Fiscal;17908;33ª VARA FEDERAL;7;NA;Servidores Ativos;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 1116; 2211;1;0;5;2
 2480;1,48E+15;FALSE; 1116;Execução Fiscal;12506;1ª VARA FEDERAL DE SÃO CARLOS;7;NA;NA;NA;NA;NA; 6092;SIMPLES;6092 1116; 4651;1;0;3;2
 2481;8,20E+16;TRUE;  175;Processo Cautelar;12245;14ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6025;Levantamento de depósito;6025 175;    1;1;1;2;2
 2482;9,17E+17;FALSE;  202;Agravo de Instrumento;16543;SEXTA TURMA;3;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 202;  361;1;0;3;2
 2483;5,00E+19;FALSE; 1116;Execução Fiscal;52458;CENTRAL DE CONCILIAÇÃO DE CAMPINAS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2484;5,02E+19;TRUE;  159;Execução de Título Extrajudicial;12634;5ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10462;Condomínio;10462 159;   73;1;0;4;2
 2485;5,00E+19;TRUE;  436;Procedimento do Juizado Especial Cível;12686;1ª Vara Federal de Santa Rosa;7;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 436; 3121;1;0;4;2
 2486;5,86E+18;TRUE; 1116;Execução Fiscal;12875;5ª Vara de Execução Fiscal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;2;2
 2487;5,00E+19;FALSE; 1717;Alienação de Bens do Acusado;13701;1ª Vara Federal de Guaíra;7;NA;NA;NA;NA;NA; 3531;Falsificação de documento público;3531 1717;    4;1;1;4;268
 2488;5,01E+19;TRUE; 1116;Execução Fiscal;17792;3ª Vara Federal de Ponta Grossa;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2489;5,00E+19;FALSE; 1116;Execução Fiscal;12512;1ª VARA FEDERAL DE JAÚ;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2490;5,03E+19;FALSE; 1118;Embargos à Execução Fiscal;12670;16ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 9518;Efeito Suspensivo / Impugnação / Embargos à Execução;9518 1118;  391;1;0;4;2
 2491;5,00E+19;TRUE; 1116;Execução Fiscal;11927;1ª Vara Federal de Toledo;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2492;5,18E+18;TRUE; 1111;Execução de Título Judicial;12216;19ª Vara Federal;1;NA;NA;NA;NA;NA;10222;Estabilidade;10222 1111;  280;0;1;5;2
 2493;4,77E+15;FALSE;    7;Procedimento Comum Cível;12534;1ª VARA FEDERAL DE SANTO ANDRÉ;7;NA;NA;NA;NA;NA; 6177;Concessão;6177 7;  648;1;0;3;2
 2494;5,62E+16;TRUE; 1116;Execução Fiscal;13992;4ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2495;1,95E+17;FALSE; 1116;Execução Fiscal;12664;3ª Vara Federal de Joinville;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2496;2,22E+16;FALSE;  413;Agravo de Execução Penal;12223;2ª Vara;7;NA;NA;NA;NA;NA; 6122;RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos);6122 413;    1;0;1;5;268
 2497;5,03E+18;TRUE;  197;Recursos;17825;Primeira Turma;1;NA;NA;NA;NA;NA;10945;Expurgos Inflacionários / Planos Econômicos;10945 197; 2659;1;0;5;2
 2498;2,89E+16;FALSE;  436;Procedimento do Juizado Especial Cível;13985;1ª VARA-GABINETE DO JUIZADO ESPECIAL FED. DE RIBEIRÃO PRETO;1;NA;NA;NA;NA;NA; 6107;Auxílio-Acidente (Art. 86);6107 436;  148;1;0;3;2
 2499;2,61E+15;TRUE; 1116;Execução Fiscal;17675;24ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6085;FGTS/Fundo de Garantia Por Tempo de Serviço;6085 1116; 4118;1;0;1;2
 2500;9,22E+16;FALSE;  198;Apelação Cível;14186;GAB. DES. FEDERAL PAULO ROBERTO DE OLIVEIRA LIMA;3;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 198;   24;0;1;5;2
 2501;1,08E+16;TRUE; 1116;Execução Fiscal;12487;2ª VARA FEDERAL DE SOROCABA;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2502;8,93E+16;FALSE; 1116;Execução Fiscal;12175;9ª Vara Federal;7;NA;NA;NA;NA;NA;10737;Ausência de Pressupostos de Constituição e Desenvolvimento;10737 1116;  159;1;0;5;2
 2503;5,00E+19;TRUE;  279;Inquérito Policial;12465;5ª VARA FEDERAL DE SANTOS;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 279; 1221;1;0;3;268
 2504;5,01E+19;TRUE;  172;Embargos à Execução;12593;1ª Vara Federal de Novo Hamburgo;7;NA;NA;NA;NA;NA; 4960;Cédula de Crédito Bancário;4960 172;  106;1;0;4;2
 2505;2,50E+16;FALSE;    7;Procedimento Comum Cível;12222;1ª Vara;7;NA;NA;NA;NA;NA; 5928;Incidência sobre 13° Salário;5928 7;    5;1;1;5;2
 2506;5,00E+19;FALSE; 1116;Execução Fiscal;12538;1ª VARA FEDERAL DE SÃO JOÃO DA BOA VISTA;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2507;5,00E+19;TRUE;    7;Procedimento Comum Cível;12936;10ª VARA FEDERAL CÍVEL DE SÃO PAULO;7;NA;NA;NA;NA;NA;10327;Curso de Formação;10327 7;   15;0;1;3;2
 2508;4,90E+18;TRUE;  283;Ação Penal - Procedimento Ordinário;12151;9ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3574;Contrabando ou descaminho;3574 283; 3259;1;0;2;268
 2509;5,00E+19;TRUE;    7;Procedimento Comum Cível;12478;1ª VARA FEDERAL DE BAURU;7;NA;NA;NA;NA;NA; 9607;Contratos Bancários;9607 7;   86;1;0;3;2
 2510;5,78E+16;FALSE;  198;Apelação Cível;21701;GAB. 32 - JUIZA CONV. LEILA PAIVA;3;NA;NA;NA;NA;NA; 6182;Averbação/Cômputo/Conversão de tempo de serviço especial;6182 198;  297;1;0;3;2
 2511;3,63E+17;FALSE;  198;Apelação Cível;67815;Gab. 24 - DESEMBARGADOR FEDERAL MARCOS AUGUSTO DE SOUSA;3;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 198;  236;0;1;1;2
 2512;8,72E+15;TRUE;    7;Procedimento Comum Cível;13754;5ª VARA FEDERAL DE PRESIDENTE PRUDENTE;7;NA;NA;NA;NA;NA; 6122;RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos);6122 7;  101;1;0;3;2
 2513;2,28E+15;FALSE; 1116;Execução Fiscal;15298;11ª Vara Federal;7;NA;NA;NA;NA;NA;10922;Cobrança de Multa Moratória de Massa Falida;10922 1116;   93;1;0;5;2
 2514;3,62E+16;TRUE;  436;Procedimento do Juizado Especial Cível;12891;1º Juizado Especial Federal de São João de Meriti;7;NA;NA;NA;NA;NA;10305;Gratificações de Atividade;10305 436;  343;0;1;2;2
 2515;3,76E+17;FALSE;   22;Procedimento Sumário;12936;10? VARA FEDERAL C?VEL DE S?O PAULO;7;NA;NA;NA;NA;NA;10009;Inquérito / Processo / Recurso Administrativo;10009 22;   26;0;1;3;2
 2516;5,00E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;11920;5ª Vara Federal de Londrina;7;NA;NA;NA;NA;NA; 3432;Estelionato Majorado;3432 283; 1974;1;0;4;268
 2517;5,03E+18;TRUE;  197;Recursos;17831;Primeira Turma;1;NA;NA;NA;NA;NA; 6167;Demonstrativo das importâncias pagas;6167 197;    8;1;1;5;2
 2518;2,99E+16;FALSE;  198;Apelação Cível;67824;Gab. 13 - DESEMBARGADOR FEDERAL SOUZA PRUDENTE;3;NA;NA;NA;NA;NA;10372;Inscrição / Documentação;10372 198;   10;0;1;1;2
 2519;5,01E+19;TRUE;  202;Agravo de Instrumento;44540;GAB. 13 (Juiz Federal ALEXANDRE GONÇALVES LIPPEL);3;NA;NA;NA;NA;NA; 5983;CNPJ/Cadastro Nacional de Pessoas Jurídicas;5983 202;    6;1;1;4;2
 2520;8,06E+16;FALSE;    7;Procedimento Comum Cível;17814;2ª Vara Federal de Criciúma;7;NA;NA;NA;NA;NA;  195;DIREITO PREVIDENCIÁRIO;195 7;  834;1;0;4;2
 2521;8,23E+16;TRUE; 1727;Petição Criminal;12239;1ª Vara Federal Criminal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 3607;Crimes de Tráfico Ilícito e Uso Indevido de Drogas;3607 1727;   28;1;0;2;268
 2522;8,70E+16;FALSE;  417;Apelação Criminal;21675;GAB. 06 - DES.FED. CARLOS FRANCISCO;3;NA;NA;NA;NA;NA;10619;Inexigibilidade de Conduta Diversa;10619 417;   46;1;0;3;268
 2523;5,00E+19;TRUE; 1116;Execução Fiscal;12689;15ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10394;Dívida Ativa não-tributária;10394 1116; 1070;0;1;4;2
 2524;5,00E+19;FALSE;12078;Cumprimento de Sentença contra a Fazenda Pública;17797;1ª Vara Federal de Caxias do Sul;7;NA;NA;NA;NA;NA; 6177;Concessão;6177 12078;  162;1;0;4;2
 2525;5,00E+19;TRUE; 1116;Execução Fiscal;16427;1ª Vara Federal de Passo Fundo;7;NA;NA;NA;NA;NA;10395;Multas e demais Sanções;10395 1116; 5743;0;1;4;2
 2526;1,43E+16;TRUE; 1116;Execução Fiscal;17675;24ª - Belo Horizonte;7;NA;NA;NA;NA;NA; 6085;FGTS/Fundo de Garantia Por Tempo de Serviço;6085 1116; 4118;1;0;1;2
 2527;4,77E+16;FALSE;  120;Mandado de Segurança Cível;12635;2ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10155;Cruzados Novos / Bloqueio;10155 120;   35;0;1;4;2
 2528;5,49E+17;TRUE;  183;Cautelar Inominada;12298;3ª Vara Federal de Niterói;7;NA;NA;NA;NA;NA; 4842;Reajuste de Prestações;4842 183;   77;1;0;2;2
 2529;9,72E+17;FALSE; 1114;Execução Contra a Fazenda Pública;16495;3? VARA FEDERAL PREVIDENCI?RIA DE S?O PAULO;7;NA;NA;NA;NA;NA; 6140;Art. 58 ADCT da CF/88;6140 1114;   73;1;0;3;2
 2530;5,00E+19;FALSE; 1116;Execução Fiscal;52495;CENTRAL DE CONCILIAÇÃO DE PRESIDENTE PRUDENTE;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2531;5,00E+19;FALSE; 1116;Execução Fiscal;14012;3ª VARA FEDERAL DE GUARULHOS;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2532;9,86E+15;FALSE;    7;Procedimento Comum Cível;12229;8ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10226;Reintegração;10226 7;   36;0;1;5;2
 2533;8,43E+15;FALSE; 1116;Execução Fiscal;13889;11ª Vara Federal;7;NA;NA;NA;NA;NA;10898;Competência da Justiça Federal;10898 1116;    2;0;1;5;2
 2534;7,03E+18;FALSE; 1116;Execução Fiscal;14009;5? VARA FEDERAL DE S?O JOS? DO RIO PRETO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
 2535;5,04E+19;TRUE;  283;Ação Penal - Procedimento Ordinário;11979;11ª Vara Federal de Porto Alegre;7;NA;NA;NA;NA;NA; 3539;Uso de documento falso;3539 283; 1028;1;0;4;268
 2536;6,96E+16;FALSE; 1116;Execução Fiscal;13990;2ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6046;Conselhos Regionais e Afins (Anuidade);6046 1116;14250;1;0;3;2
 2537;2,68E+16;TRUE; 1116;Execução Fiscal;16659;4ª - São Luís;7;NA;NA;NA;NA;NA; 6048;Contribuições Previdenciárias;6048 1116; 2211;1;0;1;2
 2538;5,07E+16;FALSE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 8990;Provas;8990 198;  632;1;0;3;2
 2539;8,00E+18;FALSE; 1727;Petição Criminal;13702;11ª Vara Federal;7;NA;NA;NA;NA;NA; 7785;Prestação Pecuniária;7785 1727;   20;1;0;5;268
 2540;5,03E+18;TRUE;  436;Procedimento do Juizado Especial Cível;14593;10a. Vara Federal;1;NA;NA;NA;NA;NA; 6101;Auxílio-Doença Previdenciário;6101 436; 5572;1;0;5;2
 2541;2,25E+16;FALSE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA;10436;Lei de Imprensa;10436 1116; 2054;1;0;5;2
 2542;9,03E+17;FALSE;   90;Desapropriação;12651;11ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;10121;Desapropriação;10121 90;  209;0;1;4;2
 2543;5,01E+18;FALSE; 1111;Execução de Título Judicial;12215;18a Vara Federal;7;NA;NA;NA;NA;NA;10686;Multa Cominatória / Astreintes;10686 1111;   11;1;0;5;2
 2544;1,98E+16;TRUE;12078;Cumprimento de Sentença contra a Fazenda Pública;12158;1ª Vara Federal;7;NA;NA;NA;NA;NA;10702;Índice de 3,17%;10702 12078;  369;0;1;5;2
 2545;7,69E+18;TRUE;    7;Procedimento Comum Cível;12269;8ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10219;Servidor Público Civil;10219 7; 4817;0;1;2;2
 2546;3,24E+16;FALSE; 1116;Execução Fiscal;16533;33ª VARA FEDERAL;7;NA;NA;NA;NA;NA;10436;Lei de Imprensa;10436 1116; 2054;1;0;5;2
 2547;8,04E+18;TRUE; 1116;Execução Fiscal;12192;5ª Vara Federal;7;NA;NA;NA;NA;NA;10398;Metrológica;10398 1116; 2002;0;1;5;2
 2548;1,06E+18;FALSE;  183;Cautelar Inominada;12642;4ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA;  899;DIREITO CIVIL;899 183;  247;1;0;4;2
 2549;3,88E+17;FALSE;  198;Apelação Cível;21727;S?TIMA TURMA;3;NA;NA;NA;NA;NA; 6095;Aposentadoria por Invalidez;6095 198;  490;1;0;3;2
 2550;2,08E+18;TRUE;    7;Procedimento Comum Cível;12252;28ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA;10313;Reajustes de Remuneração, Proventos ou Pensão;10313 7;  606;0;1;2;2
 2551;1,61E+17;FALSE;  198;Apelação Cível;21715;GABINETE DA CONCILIAÇÃO;3;NA;NA;NA;NA;NA; 4973;Letra de Câmbio;4973 198;    3;1;1;3;2
 2552;5,80E+17;FALSE; 1116;Execução Fiscal;12690;16ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;4;2
 2553;1,88E+16;FALSE;  198;Apelação Cível;21711;GABINETE DA VICE-PRESIDÊNCIA ;3;NA;NA;NA;NA;NA; 6158;Correção Monetária de Benefício pago com atraso;6158 198;   96;1;0;3;2
 2554;5,00E+19;FALSE;  120;Mandado de Segurança Cível;12458;7ª VARA FEDERAL DE RIBEIRÃO PRETO;7;NA;NA;NA;NA;NA; 6035;Cofins;6035 120;  287;1;0;3;2
 2555;9,72E+17;FALSE;  159;Execução de Título Extrajudicial;12651;11ª Vara Federal de Curitiba;7;NA;NA;NA;NA;NA; 9580;Espécies de Contratos;9580 159;  215;1;0;4;2
 2556;5,00E+19;TRUE; 1114;Execução Contra a Fazenda Pública;12011;1ª Vara Federal de São Miguel do Oeste;7;NA;NA;NA;NA;NA; 5992;Prescrição;5992 1114;    4;1;1;4;2
 2557;1,15E+18;TRUE;  175;Processo Cautelar;12263;2ª Vara Federal do Rio de Janeiro;7;NA;NA;NA;NA;NA; 8842;Partes e Procuradores;8842 175;  166;1;0;2;2
 2558;7,99E+16;TRUE; 1116;Execução Fiscal;13994;6ª VARA FEDERAL DE EXECUÇÕES FISCAIS DE SÃO PAULO;7;NA;NA;NA;NA;NA; 6017;Dívida Ativa;6017 1116;52788;1;0;3;2
